allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
Red Racing Horses,News Media,Right,https://rrhelections.com/,https://www.allsides.com/news-source/red-racing-horses-media-bias
RedBlueDictionary.org,Reference,Mixed,http://redbluedictionary.org/,https://www.allsides.com/news-source/redbluedictionary
redefinED,Think Tank / Policy Group,Center,http://www.redefinedonline.org/,https://www.allsides.com/news-source/redefined
Redlands Daily Facts,News Media,Center,https://www.redlandsdailyfacts.com/,https://www.allsides.com/news-source/redlands-daily-facts-media-bias
RedState,News Media,Right,https://redstate.com/,https://www.allsides.com/news-source/red-state
Reductress,Humor & Satire,Lean Left,https://reductress.com/,https://www.allsides.com/news-source/reductress-media-bias
Refinery29,News Media,Left,https://www.refinery29.com/,https://www.allsides.com/news-source/refinery29-media-bias
Register Citizen,News Media,Lean Left,https://www.registercitizen.com/,https://www.allsides.com/news-source/register-citizen-media-bias
Relevant Magazine,News Media,Lean Left,https://relevantmagazine.com/,https://www.allsides.com/news-source/relevant-magazine-media-bias
Religion News Service,News Media,Center,https://religionnews.com/,https://www.allsides.com/news-source/religion-news-service-media-bias
Reno News & Review,News Media,Center,https://renonr.com/,https://www.allsides.com/news-source/reno-news-review-media-bias
Republican Party,Think Tank / Policy Group,Lean Right,https://www.gop.com/,https://www.allsides.com/news-source/republican-party
Respect + Rebellion,Dialogue & Debate,Mixed,https://respectandrebellion.com/,https://www.allsides.com/news-source/respect-rebellion-media-bias
Responsible Statecraft,Think Tank / Policy Group,Center,https://responsiblestatecraft.org/,https://www.allsides.com/news-source/responsible-statecraft-media-bias
Reuters,News Media,Center,http://www.reuters.com/,https://www.allsides.com/news-source/reuters
Reuters Fact Check,Fact Check,Center,https://www.reuters.com/fact-check,https://www.allsides.com/news-source/reuters-fact-check-media-bias
Revolver News,News Media,Right,https://www.revolver.news/,https://www.allsides.com/news-source/revolver-news-media-bias
Richardson Today,News Media,Center,https://richardsontoday.com/,https://www.allsides.com/news-source/richardson-today-media-bias
Richland Source,News Media,Center,https://www.richlandsource.com/,https://www.allsides.com/news-source/richland-source-media-bias
Richmond Times Dispatch,News Media,Lean Right,http://www.richmond.com/,https://www.allsides.com/news-source/richmond-times-dispatch
Right Side News,News Media,Right,http://www.rightsidenews.com/,https://www.allsides.com/news-source/right-side-news
Right Wing News,News Media,Right,https://rightwingnews.com/,https://www.allsides.com/news-source/right-wing-news
Ripon Commonwealth Press,News Media,Center,https://www.riponpress.com/,https://www.allsides.com/news-source/ripon-commonwealth-press-media-bias
Risen Magazine,News Media,Center,https://www.risenmagazine.com/,https://www.allsides.com/news-source/risen-magazine-media-bias
Rockwall Herald Banner,News Media,Center,https://www.rockwallheraldbanner.com/,https://www.allsides.com/news-source/rockwall-herald-banner-media-bias
Rogue River Press,News Media,Center,http://www.rogueriverpress.com/,https://www.allsides.com/news-source/rogue-river-press-media-bias
Roll Call,News Media,Center,https://rollcall.com/,https://www.allsides.com/news-source/roll-call-media-bias
RollingStone.com,News Media,Left,http://www.rollingstone.com/,https://www.allsides.com/news-source/rolling-stone
RT,News Media,Lean Right,https://www.rt.com/,https://www.allsides.com/news-source/rt
Ruston Daily Leader,News Media,Center,http://www.rustonleader.com/,https://www.allsides.com/news-source/ruston-daily-leader
Rutland Herald,News Media,Center,https://www.rutlandherald.com/,https://www.allsides.com/news-source/rutland-herald-media-bias
Ryan Long,Humor & Satire,Lean Right,https://www.ryanlongcomedy.com/,https://www.allsides.com/news-source/ryan-long-media-bias
Salem News,News Media,Center,https://www.salemnews.net/,https://www.allsides.com/news-source/salem-news-media-bias
Salina Journal,News Media,Center,https://www.salina.com/,https://www.allsides.com/news-source/salina-journal-media-bias
Salon,News Media,Left,http://www.salon.com/,https://www.allsides.com/news-source/salon
San Antonio Express-News,News Media,Center,https://www.expressnews.com/,https://www.allsides.com/news-source/san-antonio-express-news-media-bias
San Bernardino Sun,News Media,Center,https://www.sbsun.com/,https://www.allsides.com/news-source/san-bernardino-sun-media-bias
San Diego Union-Tribune,News Media,Lean Left,https://www.sandiegouniontribune.com/,https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0
San Francisco Chronicle,News Media,Left,http://sfchronicle.com,https://www.allsides.com/news-source/san-francisco-chronicle
San Gabriel Valley Tribune,News Media,Center,https://www.sgvtribune.com/,https://www.allsides.com/news-source/san-gabriel-valley-tribune-media-bias
San Jose Mercury News,News Media,Lean Left,http://www.mercurynews.com/,https://www.allsides.com/news-source/san-jose-mercury-news
San Juan Daily Star,News Media,Lean Left,https://www.sanjuandailystar.com/,https://www.allsides.com/news-source/san-juan-daily-star-media-bias
Santa Fe New Mexican,News Media,Center,https://www.santafenewmexican.com/,https://www.allsides.com/news-source/santa-fe-new-mexican-media-bias
Science Daily,News Media,Center,https://www.sciencedaily.com/,https://www.allsides.com/news-source/science-daily
Scientific American,News Media,Lean Left,http://www.scientificamerican.com/,https://www.allsides.com/news-source/scientific-american
Scientific American,News Media,Lean Left,http://www.scientificamerican.com/,https://www.allsides.com/news-source/scientific-american-media-bias
Scottsbluff Star-Herald,News Media,Center,https://starherald.com/,https://www.allsides.com/news-source/scottsbluff-star-herald-media-bias
SCOTUSblog,News Media,Center,https://www.scotusblog.com/,https://www.allsides.com/news-source/scotusblog-media-bias
Scriberr Media - News,News Media,Center,https://scriberrnews.com/,https://www.allsides.com/news-source/scriberr-media-news-media-bias-0
Scriberr Media - Opinion/Editorial,News Media,Lean Right,https://www.scriberrnews.com/opinion/,https://www.allsides.com/news-source/scriberr-media-opinioneditorial-media-bias
Scripps News,News Media,Center,https://www.scrippsnews.com/,https://www.allsides.com/news-source/scripps-news-media-bias
Seacoast Online,News Media,Center,https://www.seacoastonline.com/,https://www.allsides.com/news-source/seacoast-online-media-bias
Sean Hannity,News Media,Right,https://hannity.com/,https://www.allsides.com/news-source/sean-hannity-media-bias
Search for Common Ground,Think Tank / Policy Group,Center,https://www.sfcg.org/,https://www.allsides.com/news-source/search-common-ground-media-bias
Searchlight New Mexico,News Media,Center,http://searchlightnm.org/,https://www.allsides.com/news-source/searchlight-new-mexico-media-bias
Seattle Gay News,News Media,Lean Left,https://www.sgn.org/,https://www.allsides.com/news-source/seattle-gay-news-media-bias
Seeds of Peace,Think Tank / Policy Group,Center,https://www.seedsofpeace.org/,https://www.allsides.com/news-source/seeds-peace-media-bias
Seeley Swan Pathfinder,News Media,Center,https://www.seeleylake.com/,https://www.allsides.com/news-source/seeley-swan-pathfinder-media-bias
Seguin Today,News Media,Center,https://seguintoday.com/,https://www.allsides.com/news-source/seguin-today-media-bias
Semafor,News Media,Lean Left,https://www.semafor.com/,https://www.allsides.com/news-source/semafor-media-bias
Sentinel-Tribune,News Media,Center,https://www.sent-trib.com/,https://www.allsides.com/news-source/sentinel-tribune-media-bias
Seven Days News,News Media,Center,https://www.sevendaysvt.com/,https://www.allsides.com/news-source/seven-days-news-media-bias
SF Weekly,News Media,Center,http://www.sfweekly.com/,https://www.allsides.com/news-source/sf-weekly
SFGATE,News Media,Lean Left,http://www.sfgate.com/,https://www.allsides.com/news-source/sf-gate
Sharon Says So ,Podcast,Center,https://www.sharonmcmahon.com/podcast,https://www.allsides.com/news-source/sharon-says-so-media-bias
Shore News Network,News Media,Center,https://www.shorenewsnetwork.com/,https://www.allsides.com/news-source/shore-news-network-media-bias
Shreveport Times,News Media,Center,http://www.shreveporttimes.com/,https://www.allsides.com/news-source/shreveport-times
Silver City Daily Press,News Media,Center,https://www.scdailypress.com/,https://www.allsides.com/news-source/silver-city-daily-press-media-bias
Siouxland Proud,News Media,Center,https://www.siouxlandproud.com/,https://www.allsides.com/news-source/siouxland-proud-media-bias
Sky News,News Media,Lean Left,https://news.sky.com/,https://www.allsides.com/news-source/sky-news-media-bias
Sky-Hi Daily News,News Media,Lean Left,http://www.skyhidailynews.com/,https://www.allsides.com/news-source/sky-hi-daily-news
Slate,News Media,Left,https://slate.com/,https://www.allsides.com/news-source/slate
SmartHER News,News Media,Center,https://www.smarthernews.com/,https://www.allsides.com/news-source/smarther-news-media-bias
SmartNews,News Media,Lean Left,https://www.smartnews.com/en,https://www.allsides.com/news-source/smartnews-media-bias
Smerconish,News Media,Center,http://www.smerconish.com,https://www.allsides.com/news-source/smerconish-media-bias
Smithsonian Magazine,News Media,Center,https://www.smithsonianmag.com/,https://www.allsides.com/news-source/smithsonian-magazine-media-bias
Snopes,Fact Check,Lean Left,http://www.snopes.com,https://www.allsides.com/news-source/snopes
Soap Box Media Cincinnati,News Media,Center,https://www.soapboxmedia.com/,https://www.allsides.com/news-source/soap-box-media-cincinnati-media-bias
Socialist Alternative,News Media,Left,http://www.socialistalternative.org/,https://www.allsides.com/news-source/socialist-alternative
Socialist Project/The Bullet,News Media,Left,https://socialistproject.ca/bullet/,https://www.allsides.com/news-source/socialist-projectthe-bullet
South Arkansas Sun,News Media,Center,https://southarkansassun.com/#google_vignette,https://www.allsides.com/news-source/south-arkansas-sun-media-bias
South Bend Tribune,News Media,Center,https://www.southbendtribune.com/,https://www.allsides.com/news-source/south-bend-tribune-media-bias
South Carolina Public Radio,News Media,Center,https://www.southcarolinapublicradio.org/,https://www.allsides.com/news-source/south-carolina-public-radio-media-bias
South China Morning Post,News Media,Center,https://www.scmp.com/,https://www.allsides.com/news-source/south-china-morning-post-media-bias
South Dakota News Watch,News Media,Center,https://www.sdnewswatch.org/,https://www.allsides.com/news-source/south-dakota-news-watch-media-bias
South Florida Gay News,News Media,Lean Left,https://southfloridagaynews.com/,https://www.allsides.com/news-source/south-florida-gay-news-media-bias
Southeast Missourian,News Media,Center,https://www.semissourian.com/,https://www.allsides.com/news-source/southeast-missourian-media-bias
Southern Minnesota News,News Media,Center,https://www.southernminnesotanews.com/,https://www.allsides.com/news-source/southern-minnesota-news-media-bias
Southern Poverty Law Center ,Think Tank / Policy Group,Left,https://www.splcenter.org/,https://www.allsides.com/news-source/southern-poverty-law-center-media-bias
Southern Utah News,News Media,Center,https://www.sunews.net/,https://www.allsides.com/news-source/southern-utah-news-media-bias
Southwest Arkansas Radio,News Media,Center,https://southwestarkansasradio.com/,https://www.allsides.com/news-source/southwest-arkansas-radio-media-bias
Sparks Tribune,News Media,Center,https://sparkstrib.com/,https://www.allsides.com/news-source/sparks-tribune-media-bias
Spectrum Bay News 9,News Media,Center,https://www.baynews9.com/fl/tampa,https://www.allsides.com/news-source/spectrum-bay-news-9-media-bias
Spectrum Local News,News Media,Center,https://spectrumlocalnews.com/splash,https://www.allsides.com/news-source/spectrum-local-news-media-bias
Spectrum News,News Media,Center,https://spectrumlocalnews.com/splash,https://www.allsides.com/news-source/spectrum-news-media-bias
Spectrum News NY1,News Media,Center,https://www.ny1.com/nyc/all-boroughs,https://www.allsides.com/news-source/spectrum-news-ny1-media-bias
Spectrum NY1,News Media,Center,https://www.ny1.com/nyc/all-boroughs,https://www.allsides.com/news-source/spectrum-ny1-media-bias
Spectrum Tampa,News Media,Center,https://www.baynews9.com/fl/tampa,https://www.allsides.com/news-source/spectrum-tampa-media-bias
Spiked,News Media,Lean Right,https://www.spiked-online.com/,https://www.allsides.com/news-source/spiked-media-bias
Splinter,News Media,Left,https://splinternews.com/,https://www.allsides.com/news-source/splinter-media-bias
